id,programming,health,shopping,news,travel
1458,True,True,False,True,False
1459,True,True,True,True,False
1460,False,True,False,True,False
1461,False,True,True,True,False
1462,True,False,False,False,False
1463,True,True,False,False,True
1464,True,False,False,True,True
1465,True,False,False,True,False
1466,False,True,False,False,False
1467,True,True,False,False,False
1468,False,True,False,False,False
1469,True,False,False,True,False
1470,False,True,False,True,True
1471,False,False,False,True,False
1472,True,True,True,False,False
1473,False,False,True,True,False
1474,False,False,False,True,False
1475,True,True,False,True,False
1476,False,False,True,True,False
1477,False,True,False,True,False
1478,True,True,True,True,True
1479,False,True,False,True,False
1480,False,True,True,True,False
1481,False,True,True,False,False
1482,False,True,True,False,False
1483,False,False,False,False,False
1484,False,True,True,True,True
1485,True,False,False,False,True
1486,True,False,False,True,False
1487,False,True,True,False,False
1488,False,True,False,True,False
1489,True,False,True,False,True
1490,True,False,False,True,False
1491,True,True,True,True,False
1492,True,True,False,True,False
1493,True,True,False,True,False
1494,False,True,False,True,False
1495,False,False,True,True,False
1496,True,False,False,False,False
1497,False,True,True,True,False
1498,False,True,True,True,False
1499,False,True,False,True,True
1500,False,True,True,False,False
1501,False,True,False,True,False
1502,True,True,False,True,False
1503,True,False,True,True,False
1504,False,True,False,True,True
1505,False,True,True,True,False
1506,True,True,True,True,False
1507,False,True,True,True,False
1508,True,True,True,True,False
1509,False,False,True,True,False
1510,True,False,False,True,False
1511,False,False,False,False,False
1512,False,True,True,False,False
1513,False,True,False,False,False
1514,False,False,False,True,False
1515,False,True,True,False,False
1516,True,True,False,True,False
1517,False,True,False,False,False
1518,False,False,True,False,False
1519,True,False,True,True,False
1520,True,True,True,True,False
1521,False,True,False,True,False
1522,True,False,True,False,False
1523,True,False,False,False,True
1524,False,True,True,False,False
1525,False,True,False,False,False
1526,False,True,True,True,False
1527,True,True,True,False,False
1528,False,True,True,True,False
1529,False,True,False,True,False
1530,False,True,False,False,False
1531,True,True,False,False,False
1532,True,True,False,True,True
1533,False,True,False,True,True
1534,False,True,True,False,False
1535,False,True,True,True,False
1536,False,False,False,False,False
1537,True,True,True,False,False
1538,True,False,False,True,False
1539,False,True,False,True,False
1540,False,True,True,True,False
1541,False,True,True,True,False
1542,False,True,True,True,True
1543,True,False,False,False,True
1544,True,False,True,False,False
1545,False,True,True,True,False
1546,False,False,False,True,False
1547,False,False,False,True,False
1548,True,True,False,True,False
1549,False,False,True,False,False
1550,False,True,False,True,False
1551,True,True,True,False,False
1552,False,False,False,True,True
1553,False,True,False,True,True
1554,True,True,True,True,False
1555,False,True,False,False,False
1556,False,False,False,True,False
1557,False,True,True,True,False
1558,True,False,False,True,False
1559,False,True,False,True,False
1560,False,False,True,True,False
1561,True,False,True,True,False
1562,False,False,True,False,True
1563,False,True,False,True,False
1564,True,True,False,True,False
1565,True,False,True,False,False
1566,False,False,False,True,False
1567,True,True,True,False,False
1568,True,True,False,False,False
1569,True,True,False,True,False
1570,False,True,False,True,True
1571,True,True,False,True,True
1572,False,True,True,False,False
1573,True,False,True,True,False
1574,True,False,True,True,False
1575,False,True,True,True,False
1576,False,False,True,False,False
1577,False,False,True,True,False
1578,True,False,True,False,True
1579,False,True,True,True,False
1580,False,True,False,True,False
1581,True,False,False,True,False
1582,False,False,False,True,True
1583,False,False,True,False,False
1584,False,False,False,True,True
1585,False,False,False,True,False
1586,False,True,False,True,False
1587,False,True,True,True,False
1588,False,False,False,True,False
1589,False,False,True,False,False
1590,False,True,True,False,False
1591,True,True,True,True,True
1592,False,False,True,True,False
1593,False,True,False,True,False
1594,False,False,False,True,True
1595,False,False,False,True,True
1596,False,False,False,False,False
1597,True,False,True,False,True
1598,False,True,False,True,True
1599,False,False,False,True,False
1600,True,False,True,True,False
1601,False,True,True,False,False
1602,False,False,True,True,False
1603,False,True,True,False,False
1604,False,True,True,False,False
1605,True,True,False,True,False
1606,False,False,False,True,True
1607,True,False,False,True,False
1608,False,False,False,True,False
1609,False,True,True,True,False
1610,False,True,True,True,False
1611,False,True,False,True,False
1612,True,True,False,False,False
1613,True,True,False,True,False
1614,False,True,True,False,False
1615,False,False,True,False,False
1616,False,False,False,True,False
1617,False,True,False,True,False
1618,False,False,True,True,False
1619,True,True,False,False,False
1620,False,True,False,True,False
1621,True,True,True,True,False
1622,False,False,False,True,False
1623,True,False,False,True,False
1624,False,True,True,False,False
1625,True,False,True,False,False
1626,True,True,False,True,False
1627,False,True,False,False,False
1628,False,True,False,True,False
1629,False,True,False,True,True
1630,False,False,False,False,True
1631,True,True,True,True,False
1632,True,False,False,True,False
1633,False,False,True,True,False
1634,False,True,True,True,False
1635,False,False,True,True,False
1636,False,False,False,True,True
1637,False,False,True,True,False
1638,False,False,False,False,False
1639,True,False,True,True,False
1640,False,True,True,True,False
1641,False,True,True,True,False
1642,True,False,False,True,False
1643,False,False,True,False,False
1644,True,False,False,True,False
1645,True,True,True,False,False
1646,True,False,True,False,False
1647,True,False,False,True,False
1648,False,True,False,True,False
1649,True,False,True,False,False
1650,True,False,False,True,True
1651,True,True,True,True,False
1652,False,True,False,True,False
1653,True,False,False,False,False
1654,False,False,True,False,False
1655,True,False,False,True,True
1656,False,False,True,True,False
1657,False,True,False,True,False
1658,False,True,False,True,True
1659,True,True,False,True,False
1660,False,False,True,True,False
1661,False,False,True,True,False
1662,False,True,True,True,False
1663,True,True,False,True,True
1664,False,False,False,True,True
1665,False,False,True,True,False
1666,True,False,True,True,False
1667,True,False,True,False,False
1668,False,True,False,False,False
1669,False,False,False,False,True
1670,False,False,False,True,False
1671,True,True,False,False,True
1672,True,True,True,True,False
1673,False,True,True,False,False
1674,False,False,False,False,False
1675,True,False,True,True,False
1676,False,False,False,True,False
1677,False,True,False,True,False
1678,True,True,False,False,False
1679,False,False,True,True,False
1680,True,False,False,False,False
1681,True,True,False,True,False
1682,False,True,False,False,False
1683,False,False,False,True,True
1684,True,True,False,True,False
1685,False,False,False,True,True
1686,False,False,False,True,False
1687,False,True,True,True,True
1688,False,False,False,False,True
1689,True,False,True,True,False
1690,False,False,True,True,True
1691,False,True,False,True,False
1692,False,False,True,False,False
1693,False,True,False,True,False
1694,False,False,True,True,False
1695,False,True,False,False,False
1696,False,True,True,True,False
1697,False,True,True,True,False
1698,False,False,True,True,False
1699,True,True,False,True,False
1700,False,True,True,True,False
1701,True,False,True,True,True
1702,False,False,True,False,False
1703,False,False,True,True,False
1704,True,True,True,True,True
1705,False,False,True,True,False
1706,False,True,False,False,False
1707,False,False,False,False,False
1708,True,False,True,True,False
1709,False,False,False,True,False
1710,True,False,False,True,False
1711,False,False,True,True,False
1712,True,True,False,True,False
1713,False,True,False,True,False
1714,True,True,True,True,False
1715,True,False,True,True,False
1716,True,True,False,True,False
1717,False,False,False,True,True
1718,False,False,True,True,False
1719,True,False,False,True,False
1720,True,False,False,True,False
1721,True,True,False,True,False
1722,False,False,False,True,True
1723,False,True,True,False,False
1724,False,False,True,False,False
1725,False,False,False,False,False
1726,True,True,True,False,False
1727,False,True,False,True,False
1728,True,True,True,True,True
1729,False,False,False,True,True
1730,False,True,True,True,False
1731,False,False,False,True,False
1732,True,True,False,True,True
1733,False,True,False,True,False
1734,True,False,False,False,False
1735,False,False,False,False,False
1736,False,True,True,False,False
1737,False,True,True,False,False
1738,False,True,False,True,False
1739,False,True,False,True,False
1740,False,False,True,True,False
1741,True,True,False,True,False
1742,False,False,True,True,False
1743,False,False,False,True,False
1744,False,False,False,False,False
1745,False,True,True,False,False
1746,True,True,False,True,False
1747,True,False,True,True,False
1748,False,True,True,True,False
1749,True,False,False,True,False
1750,False,True,True,True,False
1751,False,True,False,True,False
1752,False,True,True,False,False
1753,False,True,False,True,False
1754,False,True,False,True,False
1755,False,True,False,True,False
1756,False,False,False,True,False
1757,False,True,False,True,False
1758,True,True,True,True,False
1759,True,False,True,True,False
1760,False,True,False,True,False
1761,True,True,True,True,False
1762,False,True,False,True,True
1763,True,False,False,False,False
1764,False,True,False,True,False
1765,False,True,True,True,False
1766,True,True,True,False,False
1767,False,True,False,True,True
1768,False,True,True,True,False
1769,False,False,False,False,False
1770,True,True,False,True,False
1771,False,False,True,True,True
1772,True,False,True,True,False
1773,True,True,False,True,False
1774,False,False,True,False,True
1775,True,True,True,False,False
1776,True,False,True,False,False
1777,False,False,False,True,False
1778,False,True,False,True,True
1779,False,False,True,False,False
1780,False,True,True,False,True
1781,True,True,True,False,True
1782,False,True,False,True,False
1783,False,True,False,True,False
1784,False,True,False,False,True
1785,False,True,True,True,False
1786,False,True,True,True,False
1787,False,True,True,True,True
1788,False,True,False,True,True
1789,True,False,False,True,False
1790,False,False,False,False,False
1791,True,False,False,True,False
1792,False,True,False,True,False
1793,False,True,True,True,True
1794,False,False,False,True,False
1795,True,False,False,True,False
1796,False,True,True,True,False
1797,True,True,False,True,True
1798,False,False,True,True,False
1799,True,True,False,True,False
1800,False,True,False,True,False
1801,False,True,True,False,False
1802,False,False,False,True,True
1803,False,False,True,True,False
1804,False,False,True,True,False
1805,True,False,True,True,False
1806,True,False,False,True,False
1807,False,False,True,True,False
1808,False,True,False,False,True
1809,False,True,False,False,False
1810,False,True,False,True,True
1811,True,True,False,True,True
1812,False,True,False,True,False
1813,True,False,False,True,True
1814,False,True,False,False,False
1815,False,True,False,True,False
1816,False,False,True,True,False
1817,True,False,True,True,False
1818,False,True,False,False,False
1819,False,False,False,True,False
1820,True,True,False,True,False
1821,False,True,False,True,False
1822,True,False,True,False,True
1823,True,False,False,True,True
1824,True,False,False,False,False
1825,True,True,False,True,False
1826,False,True,True,True,True
1827,True,True,False,False,False
1828,False,True,True,True,False
1829,False,True,False,False,True
1830,True,False,True,True,False
1831,True,False,True,True,False
1832,False,False,False,True,False
1833,False,False,True,False,False
1834,False,True,False,True,False
1835,True,True,False,True,True
1836,False,True,False,True,True
1837,False,True,False,True,True
1838,False,False,True,True,True
1839,True,False,False,False,False
1840,False,False,False,True,True
1841,True,False,True,False,False
1842,False,True,False,False,False
1843,False,False,True,True,False
1844,False,True,True,False,True
1845,False,True,True,False,False
1846,True,True,False,False,False
1847,False,True,False,False,False
1848,True,True,False,True,False
1849,True,True,False,True,True
1850,False,False,True,False,True
1851,False,True,False,True,False
1852,True,True,False,True,False
1853,False,True,False,True,False
1854,False,True,False,False,False
1855,True,True,True,True,True
1856,False,True,False,True,False
1857,False,False,False,True,False
1858,False,False,True,True,False
1859,False,True,True,True,False
1860,False,True,False,False,True
1861,False,True,False,False,False
1862,False,True,True,False,True
1863,True,False,True,False,False
1864,False,True,False,True,False
1865,False,False,False,True,True
1866,False,False,True,True,True
1867,False,True,False,True,False
1868,False,False,False,True,True
1869,False,True,True,False,False
1870,False,True,False,False,False
1871,True,True,False,False,False
1872,True,True,False,True,False
1873,False,False,True,True,False
1874,False,True,True,True,False
1875,True,False,True,True,True
1876,False,False,False,True,True
1877,False,True,True,False,True
1878,True,True,False,False,False
1879,True,True,True,False,False
1880,False,True,False,False,False
1881,False,False,True,True,False
1882,False,False,False,False,False
1883,False,False,True,True,False
1884,False,True,False,False,True
1885,True,True,True,True,False
1886,False,True,False,True,False
1887,True,True,True,False,False
1888,False,True,False,False,False
1889,True,True,False,True,True
1890,True,False,True,False,False
1891,True,True,True,False,False
1892,False,True,True,True,True
1893,False,False,True,True,False
1894,False,True,False,True,False
1895,True,False,False,True,False
1896,False,False,False,True,False
1897,False,False,True,True,False
1898,True,False,True,False,True
1899,False,True,False,True,True
1900,False,True,False,True,True
1901,False,False,True,True,False
1902,False,True,False,False,False
1903,False,True,True,True,False
1904,False,True,True,True,False
1905,True,False,False,True,False
1906,False,True,False,True,False
1907,False,True,True,False,False
1908,False,True,False,True,False
1909,False,True,True,True,False
1910,True,False,False,False,False
1911,False,False,True,False,False
1912,False,False,False,True,False
1913,False,False,False,True,True
1914,False,False,False,False,False
1915,False,True,True,False,True
1916,True,True,True,False,False
1917,True,False,True,True,False
1918,True,True,False,True,False
1919,False,True,True,False,False
1920,False,True,True,False,False
1921,True,False,False,True,False
1922,True,True,False,True,False
1923,False,True,False,True,False
1924,False,True,True,True,False
1925,True,False,True,True,False
1926,False,True,False,False,True
1927,True,True,True,True,False
1928,False,True,True,True,False
1929,False,True,False,False,True
1930,False,True,True,True,False
1931,False,True,True,True,True
1932,False,True,False,False,False
1933,False,True,True,True,True
1934,False,False,False,True,False
1935,False,False,True,True,False
1936,False,True,False,True,False
1937,False,False,True,True,False
1938,False,True,False,True,False
1939,True,True,True,True,False
1940,False,False,False,False,False
1941,True,True,False,True,False
1942,True,True,False,True,True
1943,True,False,False,False,True
1944,False,False,False,False,False
1945,True,False,True,True,False
1946,True,False,False,True,False
1947,False,True,False,True,False
1948,False,True,True,False,False
1949,False,False,True,False,False
1950,False,True,True,True,False
1951,True,True,True,True,False
1952,True,True,True,True,False
1953,False,True,True,False,False
1954,True,False,False,True,False
1955,False,True,True,True,False
1956,False,True,False,True,False
1957,True,False,False,True,False
1958,False,False,False,False,False
1959,True,False,True,True,False
1960,True,False,True,False,True
1961,True,True,False,True,False
1962,False,False,False,False,False
1963,True,True,False,False,False
1964,True,True,False,False,False
1965,False,False,True,True,False
1966,True,False,True,True,False
1967,False,False,False,True,False
1968,True,False,False,False,False
1969,True,True,True,False,False
1970,False,False,False,False,False
1971,False,True,False,False,False
1972,True,True,False,True,True
1973,True,False,False,True,False
1974,True,False,False,True,False
1975,True,True,False,True,False
1976,False,True,False,False,False
1977,False,True,False,True,False
1978,True,True,False,True,False
1979,True,False,True,True,False
1980,False,False,False,True,False
1981,True,True,False,True,False
1982,False,True,False,True,False
1983,True,True,True,True,False
1984,False,False,True,True,False
1985,False,True,True,True,False
1986,False,True,False,True,False
1987,False,True,False,True,False
1988,True,False,False,False,False
1989,False,True,True,True,False
1990,False,False,True,True,True
1991,False,True,False,False,False
1992,False,False,False,True,False
1993,False,False,False,False,False
1994,True,True,False,False,True
1995,True,True,False,True,False
1996,False,False,False,True,True
1997,True,False,True,True,False
1998,False,True,True,True,False
1999,True,True,False,True,False
2000,False,True,False,False,False
2001,False,True,False,True,False
2002,True,False,False,False,False
2003,False,True,False,False,True
2004,False,True,False,True,False
2005,False,True,False,True,False
2006,False,False,True,True,False
2007,False,False,False,False,False
2008,False,True,True,False,True
2009,True,False,False,True,False
2010,False,False,True,True,True
2011,True,False,True,True,False
2012,True,False,False,True,True
2013,False,False,False,True,False
2014,True,False,False,True,True
2015,False,False,True,False,False
2016,True,False,False,True,False
2017,True,True,False,True,False
2018,False,True,True,False,False
2019,False,True,False,False,False
2020,True,False,False,True,False
2021,False,True,False,True,False
2022,False,False,False,True,False
2023,False,True,True,True,False
2024,False,True,True,True,False
2025,False,True,True,True,False
2026,True,False,True,True,False
2027,False,False,True,True,False
2028,False,True,False,True,True
2029,False,True,False,True,False
2030,False,True,True,False,True
2031,True,True,True,False,True
2032,False,False,True,True,False
2033,False,False,True,True,False
2034,True,False,False,True,False
2035,True,False,True,True,False
2036,True,False,False,True,False
2037,False,True,False,True,False
2038,False,False,True,False,True
2039,False,True,False,True,True
2040,False,False,False,False,False
2041,False,True,False,True,False
2042,True,False,True,True,False
2043,True,True,True,True,False
2044,False,True,False,True,False
2045,False,True,True,True,False
2046,False,False,False,True,False
2047,True,False,False,False,False
2048,True,False,True,False,True
2049,True,False,True,True,False
2050,True,False,False,False,False
2051,False,False,False,False,False
2052,True,False,False,True,False
2053,False,True,False,False,False
2054,False,False,True,False,False
2055,False,True,False,False,False
2056,False,True,False,False,False
2057,True,False,False,False,False
2058,True,False,True,False,False
2059,False,False,True,True,False
2060,False,True,False,True,True
2061,False,True,True,False,False
2062,True,True,False,False,False
2063,False,False,False,False,False
2064,False,False,True,True,False
2065,False,True,True,True,False
2066,False,True,True,True,False
2067,False,True,False,True,False
2068,False,True,False,True,False
2069,True,True,True,True,False
2070,False,False,True,True,False
2071,False,False,False,False,False
2072,True,True,False,False,False
2073,True,True,False,True,False
2074,False,False,False,True,False
2075,True,True,True,True,False
2076,False,True,False,True,True
2077,False,True,True,True,False
2078,True,True,False,True,False
2079,False,True,True,True,False
2080,True,True,False,False,False
2081,False,True,False,False,False
2082,False,True,False,True,False
2083,False,False,True,False,False
2084,True,True,True,True,False
2085,False,True,False,False,False
2086,True,False,False,False,False
2087,False,True,False,False,False
2088,False,False,True,True,False
2089,False,True,False,True,False
2090,False,True,False,False,False
2091,True,False,False,False,False
2092,False,True,False,True,False
2093,False,True,False,True,False
2094,False,False,True,True,False
2095,False,True,False,True,False
2096,False,False,False,True,False
2097,False,False,False,True,False
2098,False,False,True,False,True
2099,True,True,False,True,False
2100,True,True,False,True,False
2101,False,True,False,True,True
2102,True,False,False,True,False
2103,False,True,False,False,False
2104,True,False,False,True,True
2105,True,True,True,True,False
2106,False,False,True,True,False
2107,True,False,False,True,False
2108,True,True,True,True,False
2109,False,False,True,False,False
2110,False,False,True,True,True
2111,False,False,True,True,False
2112,False,False,False,False,False
2113,False,True,False,True,True
2114,False,False,False,True,False
2115,False,True,True,True,True
2116,True,False,True,True,False
2117,False,True,False,True,False
2118,True,True,False,True,False
2119,True,False,False,True,False
2120,False,True,False,False,False
2121,True,True,True,True,False
2122,False,True,True,True,False
2123,False,True,True,True,True
2124,True,True,False,True,False
2125,False,True,True,True,False
2126,False,False,True,True,True
2127,True,False,True,True,False
2128,False,True,True,True,False
2129,True,True,True,False,False
2130,False,True,False,True,False
2131,True,True,False,True,False
2132,True,True,False,True,False
2133,True,True,False,False,False
2134,False,True,False,False,False
2135,True,False,False,True,False
2136,False,False,False,False,False
2137,True,True,False,False,False
2138,True,True,True,False,False
2139,False,True,False,True,False
2140,True,False,False,True,False
2141,False,True,False,True,False
2142,True,False,True,True,False
2143,True,False,False,True,False
2144,False,True,True,True,False
2145,False,True,True,False,False
2146,True,True,False,False,False
2147,False,False,False,True,True
2148,False,False,False,True,False
2149,True,True,True,False,True
2150,True,True,True,False,False
2151,True,False,True,True,False
2152,False,False,True,False,False
2153,False,True,False,True,False
2154,False,True,False,False,False
2155,True,False,False,True,False
2156,True,False,False,False,False
2157,False,False,True,True,False
2158,False,True,False,True,True
2159,False,True,False,True,False
2160,True,True,False,False,False
2161,False,False,False,True,False
2162,False,False,False,True,False
2163,False,True,False,True,False
2164,False,False,False,True,False
2165,False,True,False,False,True
2166,False,True,False,True,False
2167,True,False,True,True,True
2168,True,False,True,True,False
2169,True,True,True,True,False
2170,True,False,False,True,False
2171,False,False,False,False,False
2172,True,False,False,True,False
2173,False,False,False,False,False
2174,True,True,False,True,False
2175,True,False,False,True,False
2176,True,True,True,True,False
2177,True,True,False,True,True
2178,False,True,False,True,False
2179,True,True,True,True,False
2180,True,True,False,False,True
2181,False,True,True,False,False
2182,True,True,False,True,True
2183,False,True,True,False,False
2184,True,True,False,False,False
2185,True,False,True,True,False
2186,False,True,True,True,False
2187,True,True,True,False,False
2188,True,True,True,True,False
2189,True,True,True,True,False
2190,True,True,True,True,False
2191,False,True,True,True,False
2192,True,False,False,True,True
2193,True,False,True,True,True
2194,False,True,True,True,False
2195,True,False,False,False,False
2196,True,False,False,True,False
2197,True,True,True,True,True
2198,True,True,False,False,True
2199,False,True,False,True,True
2200,False,False,False,True,False
2201,True,False,True,False,False
2202,False,False,True,False,False
2203,False,False,False,True,False
2204,False,True,True,False,False
2205,False,False,False,False,False
2206,False,True,True,True,False
2207,True,False,False,True,False
2208,True,True,False,False,True
2209,True,True,True,True,False
2210,False,False,False,False,False
2211,True,True,False,False,False
2212,False,True,False,True,False
2213,False,True,False,True,False
2214,False,True,True,False,False
2215,False,False,False,True,True
2216,False,False,True,True,False
2217,False,True,True,True,True
2218,False,True,False,True,False
2219,False,True,False,True,False
2220,False,False,False,False,False
2221,True,False,True,True,False
2222,True,True,False,True,False
2223,True,False,True,True,False
2224,False,False,False,True,False
2225,False,True,False,False,False
2226,False,True,False,False,True
2227,False,False,False,True,True
2228,False,False,False,True,False
2229,True,False,False,True,False
2230,False,True,True,True,False
2231,False,False,False,False,False
2232,True,False,True,True,False
2233,True,True,True,True,False
2234,False,True,True,True,True
2235,True,False,True,True,False
2236,False,False,False,True,False
2237,True,True,True,True,True
2238,False,True,False,True,False
2239,False,False,False,True,True
2240,False,True,True,True,False
2241,True,True,False,False,True
2242,False,False,False,True,False
2243,False,True,False,True,True
2244,False,False,False,False,True
2245,True,False,False,True,False
2246,True,False,False,True,True
2247,True,False,False,True,False
2248,True,False,False,True,False
2249,True,False,True,False,False
2250,True,True,True,True,False
2251,False,True,False,True,False
2252,False,True,True,False,False
2253,True,True,False,True,False
2254,False,True,False,False,True
2255,False,False,False,True,False
2256,True,False,False,False,False
2257,True,True,False,False,True
2258,False,False,False,True,False
2259,False,False,False,True,False
2260,False,False,True,True,False
2261,True,True,True,True,False
2262,True,True,True,True,True
2263,False,False,True,True,False
2264,True,True,True,True,False
2265,True,False,False,False,True
2266,False,False,False,True,True
2267,False,True,True,True,False
2268,False,True,False,False,True
2269,False,True,True,True,False
2270,False,True,False,False,False
2271,False,True,False,True,False
2272,False,False,False,True,False
2273,True,True,False,True,False
2274,False,True,True,True,True
2275,False,True,False,True,True
2276,False,False,False,True,False
2277,True,False,False,True,False
2278,False,True,True,True,False
2279,False,False,False,True,True
2280,True,False,False,True,False
2281,False,False,False,True,False
2282,False,True,False,True,False
2283,True,False,False,True,False
2284,False,True,True,True,True
2285,True,True,False,True,False
2286,False,False,True,False,False
2287,False,False,True,False,False
2288,True,True,True,True,False
2289,True,True,True,True,False
2290,False,True,False,False,False
2291,False,False,False,True,False
2292,False,False,True,False,False
2293,True,True,False,False,False
2294,True,True,True,True,False
2295,True,True,False,False,False
2296,False,True,False,False,False
2297,False,False,False,True,True
2298,True,True,False,False,False
2299,True,True,False,True,False
2300,False,False,False,True,False
2301,False,True,False,False,False
2302,False,True,True,True,False
2303,False,True,False,False,False
2304,False,False,True,False,False
2305,False,False,True,False,True
2306,True,True,True,True,False
2307,True,False,True,True,False
2308,True,False,True,False,False
2309,True,False,False,True,False
2310,False,False,True,False,True
2311,False,True,True,True,False
2312,False,False,False,True,False
2313,False,False,False,True,False
2314,True,False,False,True,False
2315,True,True,False,True,False
2316,False,True,False,True,False
2317,True,True,False,True,False
2318,False,False,True,True,False
2319,False,False,True,False,True
2320,False,False,False,True,False
2321,True,False,True,False,True
2322,False,True,False,True,False
2323,False,False,False,True,True
2324,True,True,False,True,False
2325,False,True,False,True,False
2326,False,True,False,True,False
2327,True,True,True,True,False
2328,False,True,True,True,True
2329,False,False,False,True,False
2330,True,False,True,False,True
2331,False,True,True,False,False
2332,False,True,False,False,False
2333,False,False,False,True,False
2334,False,False,False,True,False
2335,False,True,False,True,False
2336,False,False,False,True,True
2337,False,True,False,False,False
2338,False,True,False,False,False
2339,False,True,True,True,False
2340,False,False,True,True,False
2341,False,True,True,True,False
2342,False,False,False,True,False
2343,False,True,False,False,False
2344,False,False,False,True,False
2345,False,False,False,True,False
2346,False,False,False,True,False
2347,False,False,False,False,False
2348,True,True,True,False,False
2349,False,True,True,False,False
2350,False,True,False,True,False
2351,False,False,False,False,False
2352,False,True,False,True,True
2353,True,True,True,False,False
2354,True,False,True,False,True
2355,False,True,False,True,False
2356,False,True,False,True,False
2357,False,True,True,False,False
2358,True,True,False,False,False
2359,True,True,False,True,False
2360,True,False,True,False,False
2361,True,True,False,True,True
2362,False,True,False,False,False
2363,True,False,False,True,False
2364,False,False,True,True,True
2365,False,False,True,True,False
2366,False,True,True,True,True
2367,False,False,False,True,False
2368,True,True,True,True,False
2369,True,True,False,True,False
2370,False,True,False,True,True
2371,True,False,False,True,False
2372,False,False,False,False,False
2373,False,False,False,True,False
2374,False,True,False,True,False
2375,False,True,False,True,False
2376,False,False,False,False,False
2377,False,False,True,True,False
2378,False,False,False,True,False
2379,False,False,True,True,True
2380,False,True,False,True,False
2381,True,False,False,True,False
2382,False,True,True,True,False
2383,False,False,False,True,False
2384,False,False,False,True,False
2385,False,True,True,True,False
2386,False,True,False,False,False
2387,False,True,False,True,False
2388,True,False,True,True,False
2389,True,False,True,True,False
2390,True,False,True,True,False
2391,False,True,True,True,False
2392,False,True,False,False,False
2393,False,True,True,True,True
2394,True,True,True,True,False
2395,False,True,True,True,False
2396,True,True,False,True,False
2397,False,True,True,True,False
2398,False,True,False,True,False
2399,False,False,True,True,False
2400,True,False,True,True,False
2401,False,False,True,True,False
2402,False,True,False,True,False
2403,True,True,True,False,False
2404,False,False,False,True,False
2405,True,True,False,False,True
2406,True,False,False,True,True
2407,False,True,False,True,False
2408,False,True,False,True,True
2409,False,False,True,False,False
2410,False,False,False,True,False
2411,False,True,False,True,True
2412,True,False,False,True,False
2413,False,True,False,True,False
2414,False,True,False,True,False
2415,True,False,False,True,False
2416,True,True,True,True,False
2417,False,False,True,True,False
2418,False,True,True,False,False
2419,False,False,True,False,False
2420,False,False,False,False,False
2421,True,True,True,False,False
2422,False,True,True,False,False
2423,False,False,True,True,False
2424,True,False,True,False,False
2425,False,True,False,True,False
2426,False,True,False,True,True
2427,False,False,False,True,False
2428,False,True,True,False,False
2429,True,True,False,True,False
2430,False,True,False,True,True
2431,True,True,True,False,True
2432,False,False,False,True,True
2433,False,True,False,False,False
2434,False,True,False,True,False
2435,False,True,True,True,False
2436,True,False,False,True,True
2437,False,False,False,False,True
2438,False,False,True,True,False
2439,True,True,True,False,True
2440,False,False,True,True,False
2441,True,True,True,True,False
2442,False,False,False,False,False
2443,False,True,False,False,True
2444,False,False,False,True,False
2445,True,False,False,True,False
2446,False,False,False,False,False
2447,True,True,False,True,False
2448,False,False,False,True,False
2449,True,False,False,True,True
2450,False,True,True,True,False
2451,False,True,True,False,False
2452,True,False,True,True,False
2453,True,True,False,False,False
2454,False,False,False,True,False
2455,False,True,False,False,False
2456,False,True,False,True,False
2457,True,False,False,True,False
2458,False,False,True,True,True
2459,False,True,True,False,False
2460,False,True,False,True,False
2461,True,False,False,True,True
2462,False,True,False,False,False
2463,False,False,True,False,False
2464,True,True,True,True,False
2465,False,True,True,True,False
2466,False,True,False,True,False
2467,False,True,True,False,False
2468,False,True,False,True,False
2469,False,False,True,True,False
2470,False,True,True,False,False
2471,False,True,False,True,True
2472,False,True,False,False,False
2473,False,False,False,True,False
2474,False,False,False,True,False
2475,False,True,True,True,False
2476,True,True,True,True,False
2477,False,False,True,True,False
2478,True,False,True,False,True
2479,True,False,False,False,False
2480,False,False,False,True,False
2481,False,True,False,False,False
2482,False,True,True,True,False
2483,False,False,True,False,False
2484,False,False,False,False,False
2485,False,False,False,True,True
2486,False,True,False,True,False
2487,True,True,False,True,False
2488,False,True,True,True,False
2489,False,False,True,False,False
2490,False,True,False,True,True
2491,False,False,True,True,True
2492,False,True,False,True,False
2493,False,True,False,True,False
2494,False,True,True,True,False
2495,True,False,False,True,False
2496,False,False,True,True,True
2497,False,True,False,False,False
2498,False,True,False,True,True
2499,False,False,True,False,True
2500,True,False,True,True,False
2501,False,True,True,True,True
2502,True,True,False,False,False
2503,True,True,True,True,False
2504,False,True,False,True,False
2505,False,True,True,False,False
2506,False,True,True,False,False
2507,True,False,False,True,True
2508,True,False,False,False,False
2509,False,False,False,False,False
2510,True,False,False,True,True
2511,False,True,False,True,False
2512,True,False,False,True,False
2513,False,True,True,True,False
2514,False,False,False,True,False
2515,False,True,False,True,True
2516,False,False,False,False,False
2517,False,True,False,True,False
2518,False,True,False,True,False
2519,True,False,False,True,False
2520,False,True,True,True,True
2521,False,True,False,False,False
2522,False,True,False,False,False
2523,True,True,True,True,True
2524,True,True,True,True,False
2525,False,False,False,True,False
2526,True,False,True,True,False
2527,True,True,False,True,False
2528,False,True,True,True,False
2529,False,True,False,False,False
2530,True,False,True,False,False
2531,False,False,False,True,False
2532,True,False,True,False,False
